mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2017-01-16 13:17:15.579022080,79.47,25.02,2395.0,6.0,1953.0,5.2,1387.0,7.4,270,S,2A,3413
2017-01-17 11:56:42.579023872,79.47,25.02,2397.0,7.0,1953.0,5.9,1389.0,8.5,260,S,2A,3413
2021-08-22 00:48:29.079023872,79.47,25.02,1890.0,52.0,1536.0,48.4,1101.0,58.9,24,S,2A,3413
2017-10-18 01:07:19.079024128,79.47,25.02,2212.0,5.0,1817.0,5.2,1260.0,4.1,325,S,2A,3413
2021-08-05 15:04:12.473341952,79.47,25.02,1983.0,30.0,1597.0,33.8,1175.0,20.0,12,S,1B,3413
2018-12-12 13:17:50.579023872,79.47,25.02,2065.0,5.0,1696.0,5.1,1178.0,6.2,380,S,2A,3413
2020-01-16 01:08:34.579022080,79.47,25.02,1715.0,3.0,1411.0,3.3,974.0,3.2,384,S,2A,3413
2018-11-30 01:17:52.079024128,79.47,25.02,2110.0,32.0,1728.0,31.6,1211.0,31.6,295,S,2A,3413
2019-07-04 00:48:42.079022080,79.47,25.02,2006.0,133.0,1566.0,95.7,1254.0,177.0,25,S,2A,3413
2019-08-07 00:28:45.579022080,79.47,25.02,2343.0,194.0,1881.0,191.1,1398.0,199.5,5,S,2A,3413
2019-10-13 13:18:31.079022080,79.47,25.02,1808.0,4.0,1477.0,4.0,1042.0,3.8,319,S,2B,3413
2018-01-17 11:57:21.579022080,79.47,25.02,2139.0,4.0,1754.0,4.1,1225.0,4.1,350,S,2A,3413
2018-06-27 00:57:38.079024128,79.47,25.02,2141.0,24.0,1759.0,23.2,1221.0,26.1,95,S,2A,3413
2018-06-06 00:36:57.079024128,79.47,25.02,1967.0,39.0,1578.0,36.2,1175.0,44.7,55,S,2B,3413
2020-12-04 01:18:23.079024128,79.47,25.02,1636.0,7.0,1343.0,7.1,933.0,8.2,334,S,2B,3413
2019-07-26 12:48:30.079024128,79.47,25.02,2061.0,24.0,1692.0,23.5,1176.0,26.2,89,S,2A,3413
2019-11-17 15:04:23.656999936,79.47,25.02,1747.0,45.0,1392.0,52.8,1056.0,24.4,6,S,1B,3413
2020-10-28 12:48:34.579022080,79.47,25.02,1616.0,4.0,1326.0,3.8,924.0,3.5,430,S,2A,3413
2018-04-10 12:07:20.579023616,79.47,25.02,1997.0,39.0,1600.0,43.7,1194.0,30.5,39,S,2B,3413
2020-06-03 00:48:35.579022080,79.47,25.02,1651.0,20.0,1342.0,21.2,961.0,18.3,135,S,2A,3413
2019-07-28 23:58:51.079022080,79.47,25.02,2388.0,86.0,1937.0,87.7,1396.0,84.1,14,S,2B,3413
2021-05-25 12:28:33.079024128,79.47,25.02,1480.0,31.0,1164.0,30.4,913.0,32.2,60,S,2A,3413
2019-12-12 01:08:29.579023872,79.47,25.02,1736.0,13.0,1426.0,9.6,989.0,17.3,264,S,2B,3413
2018-11-18 12:47:47.579024128,79.47,25.02,2057.0,6.0,1693.0,6.7,1168.0,5.8,410,S,2A,3413
2021-05-04 00:48:29.079023872,79.47,25.02,1477.0,35.0,1196.0,37.0,867.0,31.6,55,S,2B,3413
2020-11-09 00:28:40.079022080,79.47,25.02,1661.0,10.0,1364.0,10.3,947.0,10.3,274,S,2B,3413
2017-08-18 00:46:58.579022080,79.47,25.02,2488.0,38.0,2016.0,38.1,1459.0,38.5,34,S,2A,3413
2019-10-10 13:08:52.079024128,79.47,25.02,1803.0,3.0,1476.0,3.6,1036.0,2.6,369,S,2A,3413
2017-04-27 12:47:02.079022080,79.47,25.02,2167.0,45.0,1743.0,43.3,1288.0,48.9,30,S,2A,3413
2020-10-12 12:28:36.079022080,79.47,25.02,1625.0,4.0,1330.0,4.1,933.0,3.4,390,S,2A,3413
2021-04-23 00:28:39.079022080,79.47,25.02,1514.0,24.0,1237.0,24.8,873.0,21.7,55,S,2A,3413
2019-07-06 00:38:35.579023872,79.47,25.02,2002.0,14.0,1629.0,13.6,1164.0,13.3,124,S,2B,3413
2018-12-17 12:27:46.579023872,79.47,25.02,2092.0,5.0,1719.0,4.8,1192.0,4.6,330,S,2B,3413
2016-08-12 12:36:59.079024128,79.47,25.02,2848.0,233.0,2299.0,232.7,1681.0,232.7,39,S,2A,3413
2017-01-15 12:07:29.079024128,79.47,25.02,2394.0,40.0,1946.0,40.5,1394.0,40.5,229,S,2A,3413
2020-05-13 00:28:33.579023872,79.47,25.02,1485.0,35.0,1184.0,35.2,896.0,35.2,85,S,2A,3413
2019-08-16 12:18:47.079022080,79.47,25.02,2102.0,4.0,1622.0,4.1,1337.0,4.6,39,S,2B,3413
2019-05-11 12:36:18.579022080,79.47,25.02,1901.0,18.0,1548.0,17.5,1103.0,18.6,79,S,2B,3413
2018-05-24 12:36:57.579023872,79.47,25.02,1961.0,33.0,1574.0,35.4,1170.0,27.5,100,S,2A,3413
2020-09-01 00:48:33.579023872,79.47,25.02,1825.0,81.0,1493.0,80.7,1049.0,80.8,14,S,2A,3413
2019-01-21 13:17:53.579022080,79.47,25.02,2078.0,6.0,1713.0,6.4,1176.0,5.8,400,S,2A,3413
2018-11-12 12:27:48.579022336,79.47,25.02,2043.0,7.0,1681.0,7.2,1162.0,6.3,440,S,2B,3413
2020-09-27 12:28:31.079023872,79.47,25.02,1659.0,4.0,1362.0,4.2,948.0,3.3,360,S,2A,3413
2016-05-20 12:07:11.579023872,79.47,25.02,2395.0,40.0,1884.0,42.8,1478.0,35.2,49,S,2A,3413
2020-02-03 01:18:35.579021824,79.47,25.02,1761.0,5.0,1449.0,4.3,1001.0,5.3,404,S,2B,3413
2020-05-09 12:08:38.579023616,79.47,25.02,1464.0,29.0,1170.0,27.6,880.0,31.9,90,S,2A,3413
2021-01-11 12:48:39.079021824,79.47,25.02,1568.0,10.0,1272.0,9.5,917.0,9.6,279,S,2A,3413
2019-02-24 00:47:42.579023872,79.47,25.02,2008.0,5.0,1649.0,5.6,1146.0,4.1,335,S,2B,3413
2017-09-01 23:56:54.579023872,79.47,25.02,2341.0,11.0,1881.0,12.5,1393.0,5.4,25,S,2B,3413
2019-02-25 12:28:24.579023616,79.47,25.02,2012.0,4.0,1657.0,3.7,1141.0,3.7,330,S,2B,3413
2021-05-24 12:08:36.079024128,79.47,25.02,1480.0,24.0,1170.0,22.7,905.0,26.6,80,S,2B,3413
2016-12-18 12:47:52.579023872,79.47,25.02,2455.0,7.0,2001.0,7.5,1422.0,6.7,210,S,2A,3413
2021-02-26 00:08:39.079024128,79.47,25.02,1588.0,4.0,1300.0,4.1,912.0,3.6,354,S,2A,3413
2016-12-23 11:56:40.079022080,79.47,25.02,2446.0,7.0,1994.0,7.1,1416.0,7.4,210,S,2A,3413
2019-01-02 12:47:51.079022080,79.47,25.02,2077.0,5.0,1703.0,4.7,1188.0,4.6,340,S,2A,3413
2021-09-01 12:08:35.079024128,79.47,25.02,1656.0,70.0,1346.0,69.0,965.0,72.2,19,S,2B,3413
2017-05-04 12:36:59.079024128,79.47,25.02,2194.0,43.0,1756.0,40.8,1316.0,46.8,30,S,2A,3413
2019-02-02 00:07:41.079024128,79.47,25.02,2028.0,4.0,1671.0,4.0,1150.0,4.2,355,S,2B,3413
2017-05-02 11:57:29.579023872,79.47,25.02,2177.0,89.0,1718.0,96.1,1336.0,77.0,9,S,2A,3413
2017-08-07 23:56:42.079022080,79.47,25.02,2460.0,36.0,1996.0,37.5,1437.0,32.4,55,S,2B,3413
2017-12-18 11:57:25.579023872,79.47,25.02,2164.0,49.0,1772.0,49.0,1243.0,49.0,190,S,2A,3413
2018-07-25 15:04:14.252177920,79.47,25.02,2400.0,18.0,1893.0,22.1,1476.0,9.2,17,S,1A,3413
2018-07-10 15:04:34.138362880,79.47,25.02,2085.0,42.0,1621.0,51.0,1311.0,21.0,12,S,1A,3413
2021-05-11 00:38:30.579023872,79.47,25.02,1585.0,81.0,1271.0,85.2,946.0,73.6,15,S,2B,3413
2021-08-25 00:58:27.079024128,79.47,25.02,1573.0,245.0,1400.0,244.1,717.0,249.1,4,S,2A,3413
2020-01-29 23:58:48.079022080,79.47,25.02,1675.0,3.0,1375.0,3.4,958.0,3.1,354,S,2A,3413
2018-12-25 23:57:47.079024128,79.47,25.02,2057.0,9.0,1681.0,9.3,1185.0,9.2,225,S,2B,3413
2018-06-09 00:47:05.579022080,79.47,25.02,1957.0,58.0,1579.0,60.4,1156.0,53.7,64,S,2A,3413
2019-12-21 12:08:42.079024128,79.47,25.02,1723.0,4.0,1414.0,4.6,984.0,4.2,370,S,2A,3413
2017-07-12 00:06:44.079023872,79.47,25.02,2277.0,73.0,1898.0,73.2,1259.0,73.2,25,S,2A,3413
2019-06-08 23:58:44.579023872,79.47,25.02,1842.0,62.0,1446.0,60.1,1141.0,63.9,25,S,2A,3413
2019-01-28 00:07:45.079022336,79.47,25.02,2056.0,3.0,1691.0,3.0,1169.0,2.9,365,S,2B,3413
2018-12-07 01:08:12.579023616,79.47,25.02,2051.0,8.0,1686.0,7.2,1168.0,8.9,445,S,2B,3413
2019-06-05 13:18:30.079024128,79.47,25.02,1958.0,51.0,1530.0,17.6,1221.0,78.1,80,S,2B,3413
2017-05-15 12:06:55.079022080,79.47,25.02,2176.0,30.0,1744.0,29.4,1301.0,32.1,70,S,2A,3413
2021-02-02 00:28:43.079022080,79.47,25.02,1565.0,6.0,1280.0,6.2,901.0,5.9,325,S,2B,3413
2022-04-10 12:28:30.579023872,79.47,25.02,1269.0,60.0,1027.0,60.1,745.0,59.3,9,S,2B,3413
2018-04-29 23:56:43.079024128,79.47,25.02,1974.0,192.0,1550.0,197.9,1223.0,183.1,5,S,2B,3413
2020-08-09 11:58:47.579022080,79.47,25.02,2256.0,44.0,1798.0,45.5,1362.0,41.5,30,S,2B,3413
2021-05-30 12:28:34.079024128,79.47,25.02,1475.0,40.0,1127.0,37.0,951.0,43.8,50,S,2A,3413
2019-11-27 01:08:28.079024128,79.47,25.02,1794.0,34.0,1466.0,33.8,1034.0,33.8,274,S,2B,3413
2018-07-28 15:04:35.151747072,79.47,25.02,2433.0,15.0,1937.0,18.1,1472.0,7.9,48,S,1A,3413
2020-05-12 00:58:26.579023872,79.47,25.02,1478.0,35.0,1166.0,32.2,908.0,38.0,85,S,2A,3413
2017-08-05 00:36:56.579023872,79.47,25.02,2431.0,30.0,1999.0,29.9,1383.0,31.0,64,S,2B,3413
2021-07-08 00:48:31.079024128,79.47,25.02,1662.0,40.0,1344.0,41.4,977.0,35.8,85,S,2B,3413
2017-12-23 00:36:55.079024384,79.47,25.02,2147.0,11.0,1752.0,11.7,1242.0,10.6,214,S,2A,3413
2019-09-30 00:12:34.579022080,79.47,25.02,1822.0,6.0,1490.0,5.7,1048.0,5.4,354,S,2B,3413
2019-05-16 13:18:30.079024128,79.47,25.02,1809.0,52.0,1479.0,43.6,1042.0,66.8,20,S,2B,3413
2021-12-21 12:28:36.579022080,79.47,25.02,1448.0,13.0,1180.0,13.8,839.0,11.5,210,S,2B,3413
2018-08-09 12:27:29.579023872,79.47,25.02,2377.0,32.0,1962.0,31.4,1341.0,33.8,70,S,2B,3413
2021-05-06 00:38:38.579022080,79.47,25.02,1493.0,22.0,1174.0,22.1,922.0,22.2,105,S,2B,3413
2019-06-13 00:28:46.079022080,79.47,25.02,1857.0,56.0,1471.0,55.8,1134.0,55.7,35,S,2A,3413
2018-11-18 11:57:43.579024128,79.47,25.02,2054.0,7.0,1687.0,7.4,1171.0,6.2,410,S,2B,3413
2018-08-04 13:17:21.579021824,79.47,25.02,2533.0,49.0,2068.0,47.0,1462.0,53.7,39,S,2A,3413
2017-08-14 01:07:09.579023872,79.47,25.02,2489.0,38.0,2031.0,34.8,1439.0,42.9,44,S,2B,3413
2020-11-30 00:48:31.079024128,79.47,25.02,1677.0,13.0,1370.0,13.2,967.0,12.1,254,S,2A,3413
2018-07-24 12:06:41.579022080,79.47,25.02,2380.0,26.0,1920.0,24.0,1406.0,28.9,29,S,2B,3413
2016-12-20 12:37:00.579023872,79.47,25.02,2480.0,14.0,2039.0,13.2,1412.0,15.3,299,S,2A,3413
2021-11-25 12:08:42.579022080,79.47,25.02,1530.0,12.0,1257.0,12.4,872.0,11.4,269,S,2B,3413
2019-06-22 00:08:49.079022080,79.47,25.02,1843.0,1861.0,1615.0,1861.5,888.0,1861.5,5,S,2A,3413
2020-01-05 12:58:32.579023872,79.47,25.02,1692.0,5.0,1383.0,4.5,974.0,5.3,319,S,2B,3413
2018-04-24 12:36:55.079024384,79.47,25.02,1962.0,58.0,1534.0,57.7,1223.0,58.4,30,S,2B,3413
2020-07-14 12:28:37.079024128,79.47,25.02,1879.0,39.0,1546.0,36.2,1067.0,43.4,40,S,2B,3413
2020-11-27 11:58:47.579022080,79.47,25.02,1630.0,6.0,1305.0,5.2,977.0,7.7,219,S,2A,3413
2017-06-09 12:07:36.579024128,79.47,25.02,2164.0,78.0,1697.0,80.8,1343.0,74.5,19,S,2A,3413
2018-12-07 01:07:48.579023872,79.47,25.02,2049.0,20.0,1686.0,20.0,1164.0,20.0,465,S,2B,3413
2018-07-23 00:26:51.579024128,79.47,25.02,2441.0,89.0,1983.0,87.5,1424.0,90.9,15,S,2B,3413
2021-08-01 00:28:40.079022080,79.47,25.02,1897.0,43.0,1576.0,43.2,1057.0,44.0,54,S,2A,3413
2017-12-08 00:36:58.079022080,79.47,25.02,2195.0,12.0,1785.0,12.6,1278.0,11.0,275,S,2B,3413
2017-06-16 00:36:58.579023872,79.47,25.02,2186.0,28.0,1791.0,29.0,1253.0,26.9,74,S,2A,3413
2020-05-27 00:58:29.079024128,79.47,25.02,1539.0,1.0,1249.0,0.9,900.0,2.2,125,S,2B,3413
2020-05-22 00:58:34.579022080,79.47,25.02,1493.0,81.0,1212.0,80.9,872.0,80.9,115,S,2B,3413
2018-04-14 00:27:25.079022080,79.47,25.02,2004.0,37.0,1596.0,37.2,1211.0,37.1,34,S,2B,3413
2019-05-15 00:56:54.579022080,79.47,25.02,1870.0,26.0,1493.0,23.4,1125.0,30.1,74,S,2B,3413
2017-07-07 13:07:10.579022080,79.47,25.02,2288.0,2.0,1834.0,2.8,1369.0,0.3,119,S,2A,3413
2016-12-20 12:36:56.079024128,79.47,25.02,2448.0,42.0,1990.0,42.3,1426.0,42.3,219,S,2A,3413
2020-02-05 12:28:45.079021824,79.47,25.02,1720.0,4.0,1412.0,3.8,982.0,3.8,370,S,2A,3413
2021-11-19 12:38:40.579022080,79.47,25.02,1559.0,12.0,1281.0,12.4,888.0,11.2,269,S,2A,3413
2021-06-28 12:08:43.079021824,79.47,25.02,1665.0,78.0,1367.0,77.6,951.0,77.6,120,S,2A,3413
2019-01-17 00:37:49.079023872,79.47,25.02,2072.0,5.0,1711.0,4.6,1170.0,4.9,395,S,2A,3413
2020-12-09 01:18:30.579022080,79.47,25.02,1602.0,11.0,1302.0,11.2,933.0,11.8,214,S,2A,3413
2017-12-13 11:57:11.579023872,79.47,25.02,2163.0,10.0,1761.0,10.0,1256.0,10.3,200,S,2A,3413
2017-04-27 11:56:42.579023872,79.47,25.02,2176.0,32.0,1748.0,35.3,1296.0,26.5,40,S,2A,3413
2017-12-13 11:56:44.579022080,79.47,25.02,2185.0,33.0,1787.0,33.2,1256.0,33.2,280,S,2A,3413
2017-06-08 23:56:43.579023872,79.47,25.02,2159.0,34.0,1748.0,33.6,1267.0,34.3,64,S,2A,3413
2022-04-02 00:08:38.579023616,79.47,25.02,1280.0,54.0,1032.0,52.1,756.0,56.8,25,S,2B,3413
2020-08-23 01:08:28.579024128,79.47,25.02,1997.0,207.0,1640.0,206.8,1140.0,206.8,44,S,2A,3413
2017-10-26 23:57:27.579022080,79.47,25.02,2193.0,4.0,1800.0,4.5,1252.0,3.5,364,S,2A,3413
2019-06-25 12:28:48.579022080,79.47,25.02,1854.0,142.0,1509.0,141.2,1076.0,143.9,10,S,2B,3413
2020-12-24 00:28:41.579022080,79.47,25.02,1636.0,5.0,1341.0,4.1,938.0,5.4,364,S,2B,3413
2020-07-27 23:58:43.079024128,79.47,25.02,2054.0,36.0,1661.0,36.1,1210.0,35.3,54,S,2A,3413
2018-06-15 12:26:46.579023872,79.47,25.02,2139.0,16.0,1748.0,16.0,1232.0,14.9,139,S,2B,3413
2017-07-06 00:36:57.079024128,79.47,25.02,2258.0,63.0,1862.0,57.2,1278.0,73.3,35,S,2A,3413
2018-10-21 01:17:52.079024128,79.47,25.02,2082.0,4.0,1705.0,4.7,1195.0,3.3,395,S,2A,3413
2021-06-03 00:48:37.079022080,79.47,25.02,1576.0,210.0,1241.0,212.2,971.0,207.6,5,S,2A,3413
2018-06-01 00:36:55.579023872,79.47,25.02,2017.0,27.0,1637.0,27.8,1177.0,23.8,114,S,2A,3413
2020-01-17 12:48:40.579022080,79.47,25.02,1713.0,5.0,1412.0,4.6,971.0,4.8,379,S,2A,3413
2020-06-03 12:08:44.079022080,79.47,25.02,1648.0,25.0,1340.0,27.2,960.0,19.3,130,S,2B,3413
2017-12-20 00:26:52.579023872,79.47,25.02,2157.0,4.0,1771.0,4.1,1232.0,4.2,394,S,2A,3413
2020-01-24 01:18:35.579021824,79.47,25.02,1728.0,4.0,1420.0,3.8,986.0,4.4,384,S,2B,3413
2020-12-14 12:38:40.079022080,79.47,25.02,1614.0,6.0,1331.0,6.4,913.0,6.3,470,S,2A,3413
2020-02-03 01:18:28.579023872,79.47,25.02,1706.0,4.0,1400.0,3.8,974.0,4.1,364,S,2B,3413
2021-02-26 00:08:45.079022080,79.47,25.02,1589.0,4.0,1301.0,4.0,912.0,3.5,354,S,2A,3413
2017-01-01 15:04:02.653084160,79.47,25.02,2717.0,97.0,2349.0,109.3,1365.0,46.3,5,S,1A,3413
2017-12-27 12:26:54.079024384,79.47,25.02,2148.0,13.0,1758.0,11.5,1234.0,15.4,250,S,2A,3413
2019-04-19 01:20:16.579023872,79.47,25.02,1898.0,72.0,1565.0,72.2,1074.0,72.4,14,S,2A,3413
2019-05-11 13:22:15.079022080,79.47,25.02,1873.0,33.0,1517.0,29.4,1098.0,38.2,59,S,2A,3413
2020-07-07 12:38:37.079022080,79.47,25.02,1710.0,11.0,1390.0,10.9,996.0,10.7,160,S,2B,3413
2020-11-18 00:08:37.079024128,79.47,25.02,1588.0,6.0,1306.0,6.4,903.0,6.1,475,S,2A,3413
2021-09-04 12:18:39.079022080,79.47,25.02,1599.0,126.0,1204.0,122.8,1053.0,131.1,19,S,2B,3413
2017-12-18 12:47:07.079022080,79.47,25.02,2172.0,14.0,1769.0,14.1,1260.0,13.2,280,S,2A,3413
2018-07-04 15:04:33.931927040,79.47,25.02,1990.0,26.0,1574.0,30.4,1218.0,15.3,24,S,1A,3413
2017-11-01 12:07:25.579023872,79.47,25.02,2208.0,9.0,1810.0,10.1,1264.0,6.1,309,S,2A,3413
2021-05-26 11:58:45.079022080,79.47,25.02,1357.0,154.0,983.0,163.7,935.0,141.5,10,S,2B,3413
2019-05-04 00:29:49.079024128,79.47,25.02,1928.0,23.0,1560.0,23.5,1132.0,22.3,44,S,2B,3413
2019-05-29 01:18:34.079022336,79.47,25.02,1931.0,40.0,1559.0,37.8,1139.0,43.4,44,S,2B,3413
2019-01-21 13:17:49.579023872,79.47,25.02,2012.0,10.0,1644.0,9.7,1160.0,10.0,300,S,2A,3413
2019-06-20 12:28:42.579023872,79.47,25.02,1871.0,106.0,1500.0,103.4,1118.0,110.8,20,S,2B,3413
2019-05-08 00:08:49.079022080,79.47,25.02,1959.0,248.0,1627.0,249.7,1091.0,243.6,4,S,2B,3413
2021-01-02 13:08:26.079024128,79.47,25.02,1626.0,4.0,1339.0,3.9,923.0,3.6,510,S,2A,3413
2017-11-16 00:47:01.579023872,79.47,25.02,2187.0,5.0,1791.0,5.6,1255.0,4.6,334,S,2A,3413
2017-12-15 00:26:49.579023872,79.47,25.02,2166.0,7.0,1780.0,6.9,1234.0,6.3,344,S,2A,3413
2018-02-10 13:17:30.579022080,79.47,25.02,2124.0,3.0,1741.0,3.1,1217.0,3.7,339,S,2B,3413
2018-09-14 15:03:55.578951936,79.47,25.02,2212.0,18.0,1771.0,20.3,1325.0,12.8,60,S,1B,3413
2018-10-24 00:37:49.079023872,79.47,25.02,2085.0,4.0,1708.0,4.0,1196.0,3.0,385,S,2A,3413
2017-11-22 01:07:32.579023872,79.47,25.02,2188.0,7.0,1802.0,7.2,1241.0,6.3,315,S,2A,3413
2018-02-13 01:17:32.579023872,79.47,25.02,2129.0,4.0,1748.0,3.6,1215.0,4.6,344,S,2B,3413
2017-05-01 13:17:15.579022080,79.47,25.02,2197.0,26.0,1772.0,24.5,1298.0,27.5,60,S,2A,3413
2020-07-11 00:08:47.579022080,79.47,25.02,1790.0,50.0,1503.0,49.6,973.0,50.9,34,S,2A,3413
2020-07-11 00:58:37.579022080,79.47,25.02,1768.0,45.0,1478.0,42.4,970.0,49.8,35,S,2B,3413
2020-07-22 00:28:44.579022080,79.47,25.02,1938.0,32.0,1573.0,31.9,1133.0,31.5,64,S,2A,3413
2020-11-19 23:58:45.079022080,79.47,25.02,1596.0,6.0,1314.0,6.9,907.0,5.4,475,S,2B,3413
2018-06-08 23:57:20.079024128,79.47,25.02,1946.0,53.0,1569.0,58.3,1152.0,42.2,65,S,2B,3413
2020-08-28 13:18:24.079024384,79.47,25.02,1879.0,54.0,1506.0,52.7,1125.0,57.5,39,S,2B,3413
2018-07-21 00:36:56.079024128,79.47,25.02,2352.0,93.0,1948.0,91.9,1317.0,95.7,14,S,2A,3413
2020-05-29 12:58:34.079022080,79.47,25.02,1562.0,22.0,1268.0,22.9,911.0,20.1,120,S,2A,3413
2020-08-24 12:48:38.579022080,79.47,25.02,1916.0,34.0,1559.0,34.8,1113.0,32.9,29,S,2B,3413
2021-07-05 12:48:31.079024128,79.47,25.02,1665.0,103.0,1357.0,103.4,966.0,103.4,90,S,2A,3413
2021-06-28 12:08:37.079024128,79.47,25.02,1666.0,78.0,1357.0,77.6,966.0,77.6,120,S,2A,3413
2016-05-25 12:07:10.579023872,79.47,25.02,2380.0,32.0,1888.0,34.3,1448.0,27.3,59,S,2A,3413
2017-12-13 12:47:26.579023872,79.47,25.02,2167.0,9.0,1767.0,8.8,1255.0,9.2,200,S,2B,3413
2017-11-13 12:47:03.079023872,79.47,25.02,2190.0,6.0,1795.0,6.0,1255.0,5.3,330,S,2A,3413
2017-06-21 12:47:02.079022080,79.47,25.02,2162.0,86.0,1728.0,80.0,1299.0,94.8,39,S,2A,3413
2021-08-01 23:58:46.079022080,79.47,25.02,1976.0,45.0,1628.0,47.0,1119.0,40.1,34,S,2A,3413
2018-10-28 12:28:21.579022080,79.47,25.02,2058.0,5.0,1693.0,5.0,1170.0,4.5,430,S,2B,3413
2020-12-14 00:28:37.079021824,79.47,25.02,1630.0,6.0,1347.0,6.2,918.0,5.1,515,S,2A,3413
2018-11-26 00:55:39.079024128,79.47,25.02,2148.0,8.0,1767.0,7.7,1221.0,7.3,285,S,2A,3413
2019-01-01 12:27:50.079022080,79.47,25.02,2069.0,4.0,1702.0,3.6,1176.0,3.9,360,S,2B,3413
2021-02-07 00:28:37.579023872,79.47,25.02,1594.0,4.0,1311.0,3.9,907.0,3.7,364,S,2A,3413
2017-07-25 12:26:53.579023872,79.47,25.02,2492.0,77.0,2056.0,78.1,1408.0,76.1,20,S,2A,3413
2020-11-11 12:28:38.579022080,79.47,25.02,1602.0,5.0,1310.0,4.6,922.0,4.7,450,S,2A,3413
2019-12-10 00:28:47.079022080,79.47,25.02,1743.0,6.0,1428.0,5.0,1000.0,7.1,384,S,2B,3413
2018-10-29 15:04:17.568101120,79.47,25.02,2047.0,93.0,1630.0,110.9,1238.0,46.2,6,S,1B,3413
2020-11-16 13:18:22.079024128,79.47,25.02,1589.0,6.0,1304.0,5.1,908.0,6.6,480,S,2B,3413
2020-12-29 00:28:35.579023872,79.47,25.02,1594.0,8.0,1296.0,7.7,928.0,8.1,254,S,2B,3413
2017-05-25 15:04:04.064987136,79.47,25.02,2228.0,65.0,1778.0,77.8,1343.0,32.0,5,S,1A,3413
2021-07-04 13:18:24.079024384,79.47,25.02,1609.0,32.0,1319.0,33.8,921.0,28.9,70,S,2A,3413
2016-10-27 15:04:04.914266112,79.47,25.02,2560.0,114.0,2065.0,134.5,1513.0,58.9,6,S,1B,3413
2019-05-16 13:22:15.579022080,79.47,25.02,1854.0,30.0,1485.0,24.9,1109.0,37.4,69,S,2A,3413
2020-09-30 23:58:36.079024128,79.47,25.02,1629.0,4.0,1336.0,4.3,933.0,3.5,374,S,2B,3413
2018-12-10 23:57:45.579022080,79.47,25.02,2060.0,8.0,1701.0,8.0,1162.0,7.5,455,S,2B,3413
2020-09-27 13:18:26.579022080,79.47,25.02,1618.0,4.0,1325.0,4.5,929.0,3.5,360,S,2B,3413
2017-07-02 13:07:11.079022336,79.47,25.02,2296.0,23.0,1876.0,24.3,1324.0,21.1,109,S,2A,3413
2021-02-21 13:08:28.079024128,79.47,25.02,1645.0,6.0,1351.0,5.1,940.0,6.2,409,S,2A,3413
2021-07-14 01:08:33.079022336,79.47,25.02,1708.0,101.0,1425.0,97.5,942.0,107.7,15,S,2A,3413
2017-12-17 13:17:13.079024128,79.47,25.02,2176.0,12.0,1782.0,11.9,1249.0,12.4,270,S,2B,3413
2017-01-21 12:26:52.079022336,79.47,25.02,2395.0,7.0,1954.0,6.8,1384.0,7.4,270,S,2A,3413
2018-05-21 12:26:50.079022080,79.47,25.02,1953.0,30.0,1561.0,29.2,1174.0,30.6,90,S,2B,3413
2020-11-12 12:48:29.579023872,79.47,25.02,1651.0,8.0,1355.0,7.9,944.0,7.4,289,S,2B,3413
2021-06-18 12:58:28.579023872,79.47,25.02,1442.0,50.0,1154.0,50.9,864.0,48.7,30,S,2A,3413
2021-03-01 12:28:39.579022336,79.47,25.02,1615.0,5.0,1322.0,5.0,929.0,4.8,379,S,2B,3413
2016-08-28 12:06:46.079024128,79.47,25.02,2692.0,931.0,2189.0,930.8,1566.0,930.8,9,S,2A,3413
2021-03-07 12:48:35.079021824,79.47,25.02,1591.0,4.0,1305.0,3.9,910.0,3.6,359,S,2B,3413
2021-06-20 11:58:41.079024128,79.47,25.02,1498.0,61.0,1216.0,62.7,876.0,57.0,50,S,2A,3413
2021-06-17 00:28:33.079024128,79.47,25.02,1581.0,27.0,1283.0,27.5,923.0,25.9,105,S,2A,3413
2021-02-14 13:18:32.579022080,79.47,25.02,1582.0,4.0,1299.0,3.9,903.0,3.2,349,S,2A,3413
2021-06-13 00:48:29.579023872,79.47,25.02,1619.0,23.0,1320.0,24.3,937.0,20.9,135,S,2B,3413
2016-12-23 12:47:04.579022080,79.47,25.02,2455.0,33.0,2005.0,33.2,1416.0,33.2,279,S,2A,3413
2018-10-16 00:27:43.579023872,79.47,25.02,2088.0,5.0,1713.0,5.1,1194.0,3.8,385,S,2B,3413
2020-01-12 11:58:50.079021824,79.47,25.02,1678.0,8.0,1375.0,8.4,962.0,6.8,320,S,2A,3413
2018-02-03 23:56:41.579022080,79.47,25.02,2095.0,12.0,1714.0,12.6,1203.0,10.6,304,S,2A,3413
2017-02-22 00:07:27.579022336,79.47,25.02,2345.0,6.0,1913.0,6.4,1356.0,5.5,304,S,2A,3413
2021-05-31 12:48:30.579024128,79.47,25.02,1491.0,157.0,1097.0,129.2,1010.0,184.5,10,S,2B,3413
2019-07-10 13:18:31.579021824,79.47,25.02,2087.0,155.0,1694.0,155.1,1218.0,155.1,60,S,2A,3413
2018-06-02 00:07:45.579023872,79.47,25.02,2092.0,17.0,1707.0,17.5,1210.0,15.9,144,S,2B,3413
